31.775, 9.6, 5
30.275, 8.45, 5
29.525, 6.75, 5
31.075, 3.7, 5
28.575, 5.55, 5
29.525, 3.8, 5
28.825, 2.25, 5
30.975, 5.2, 5
32.025, 4.35, 5
32.075, 1.05, 5
35.475, 3.2, 5
34.475, 4.95, 5
36.225, 3.35, 5
38.625, 3.9, 5
37.375, 2.25, 5
37.525, 3.5, 5
37.375, 3.55, 5
35.675, 1.8, 5
38.225, 5.55, 5
37.425, 5.55, 5
37.425, 4.7, 5
40.725, 5.9, 5
40.175, 7.45, 5
40.525, 10.35, 5
40.275, 9.55, 5
36.575, 8.4, 5
38.725, 8.75, 5
38.075, 8.75, 5
36.075, 11.95, 5
36.375, 9.45, 5
35.625, 11.85, 5
37.825, 11.6, 5
38.225, 16, 5
38.925, 14.8, 5
39.175, 13.65, 5
37.425, 14.7, 5
33.125, 16.95, 5
33.025, 13.65, 5
34.075, 10.15, 5
30.775, 12.5, 5
32.125, 15.4, 5
30.475, 11.35, 5
32.125, 13.8, 5
33.425, 10.85, 5
33.775, 9.75, 5
33.125, 6.85, 5
32.225, 7.05, 5
32.175, 7.25, 5
34.825, 6.6, 5
35.875, 6.35, 5
35.975, 6.1, 5
36.225, 4.3, 5
36.375, 10.4, 5
36.425, 6.75, 5
36.275, 11.95, 5
35.875, 9.4, 5
31.375, 9.95, 5
30.575, 5.5, 5
31.275, 6.5, 5
28.925, 5.8, 5
30.325, 8.05, 5
28.925, 8.65, 5
28.525, 6.75, 5
28.375, 11.8, 5
30.075, 14.25, 5
28.775, 10.3, 5
28.825, 12.15, 5
30.175, 15.3, 5
33.825, 14, 5
31.675, 12.55, 5
35.325, 12.95, 5
35.975, 13.1, 5
34.725, 11.9, 5
33.775, 11.85, 5
33.725, 12.3, 5
33.225, 12.2, 5
39.175, 12.35, 5
38.225, 10.4, 5
37.925, 10.4, 5
37.675, 9.9, 5
40.425, 9.55, 5
38.325, 6.4, 5
37.625, 8.2, 5
37.325, 3.05, 5
34.825, 2.7, 5
37.675, 5.4, 5
35.875, 4.25, 5
35.925, 5.05, 5
32.575, 2.5, 5
31.475, 3, 5
30.975, 6.5, 5
30.425, 2.15, 5
30.625, 4.15, 5
28.575, 8.9, 5
28.325, 9.4, 5
28.375, 5.55, 5
28.575, 12.3, 5
28.425, 12.45, 5
27.525, 9.75, 5
26.925, 4.45, 5
26.925, 1.8, 5
28.775, 13.6, 5
31.175, 16.5, 5
27.675, 17.65, 5
31.125, 17.45, 5
28.775, 18.7, 5
35.825, 19.6, 5
29.925, 16.2, 5
27.625, 14.6, 5
30.175, 15.55, 5
36.525, 17.4, 5
36.275, 14.85, 5
34.725, 17.15, 5
35.525, 16.4, 5
33.375, 18.6, 5
21.525, 9.15, 7
22.225, 6.95, 7
19.525, 12.3, 7
20.175, 4.45, 7
23.475, 2.25, 7
23.125, 13.2, 7
21.075, 16.2, 7
16.375, 11.15, 7
17.075, 10.2, 7
18.025, 9.9, 7
19.475, 9.65, 7
20.675, 9.3, 7
17.025, 5.65, 7
18.525, 6.3, 7
20.475, 6.6, 7
19.075, 7.8, 7
21.675, 7.75, 7
23.075, 9.15, 7
24.925, 10.05, 7
26.675, 11.3, 7
26.475, 9.95, 7
25.175, 8.8, 7
24.025, 8.1, 7
23.225, 7.1, 7
24.525, 6.8, 7
26.075, 6.2, 7
25.975, 7.3, 7
26.475, 8.4, 7
22.775, 8.15, 7
20.225, 8.2, 7
18.275, 8.35, 7
17.375, 7.4, 7
16.925, 9.05, 7
